"SUBJID","SAMPID","SMTS","SMNABTCH","SMNABTCHD","SMGEBTCHT","SMAFRZE","SMCENTER","SMRIN","SMATSSCR"
"GTEX-1313W","GTEX-1313W-2826-SM-5P9G1","Uterus","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","C1",6.4,1
"GTEX-1313W","GTEX-1313W-3026-SM-5LZUZ","Brain","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","C1",7.2,1
"GTEX-1313W","GTEX-1313W-3126-SM-5LZUI","Brain","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","C1",6.9,1
"GTEX-1313W","GTEX-1313W-3226-SM-5LZUU","Pituitary","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","C1",7.4,1
"GTEX-1314G","GTEX-1314G-0126-SM-5LZUL","Heart","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","B1",5.8,0
"GTEX-1314G","GTEX-1314G-0826-SM-5BC6L","Esophagus","BP-43916",2013-09-24,"TruSeq.v1","EXCLUDE","B1",6.5,2
"GTEX-1314G","GTEX-1314G-1226-SM-5BC6D","Breast","BP-43916",2013-09-24,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-1314G","GTEX-1314G-1326-SM-5BC6E","Skin","BP-43916",2013-09-24,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-1314G","GTEX-1314G-1526-SM-5EGK2","Skin","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",8,0
"GTEX-1314G","GTEX-1314G-1626-SM-5EQ67","Adipose Tissue","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-1314G","GTEX-1314G-1726-SM-5LZUX","Muscle","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-1314G","GTEX-1314G-1826-SM-5LZVA","Nerve","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","B1",6.1,0
"GTEX-1314G","GTEX-1314G-1926-SM-5BC6F","Blood Vessel","BP-43916",2013-09-24,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-1314G","GTEX-1314G-2026-SM-5LZUM","Salivary Gland","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","B1",8,0
"GTEX-131XE","GTEX-131XE-0126-SM-5LZVC","Thyroid","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-131XE","GTEX-131XE-0326-SM-5LZVO","Liver","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-131XE","GTEX-131XE-0426-SM-5IJF4","Testis","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-131XE","GTEX-131XE-0526-SM-5K7YT","Heart","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-131XE","GTEX-131XE-0626-SM-5HL98","Heart","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-131XE","GTEX-131XE-0726-SM-5HL9K","Lung","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-131XE","GTEX-131XE-0826-SM-5HL9W","Colon","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-131XE","GTEX-131XE-0926-SM-5HL7J","Small Intestine","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-131XE","GTEX-131XE-1026-SM-5EGKE","Colon","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",7.3,0
"GTEX-131XE","GTEX-131XE-1126-SM-5EGHW","Spleen","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",7.8,1
"GTEX-131XE","GTEX-131XE-1226-SM-5EGKF","Esophagus","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-131XE","GTEX-131XE-1426-SM-5HL7V","Esophagus","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",8.5,1
"GTEX-131XE","GTEX-131XE-1526-SM-5KM1A","Esophagus","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-131XE","GTEX-131XE-1626-SM-5K7VO","Skin","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","B1",6.4,1
"GTEX-131XE","GTEX-131XE-1926-SM-5IFER","Pancreas","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-131XE","GTEX-131XE-2026-SM-5LZW1","Adipose Tissue","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-131XE","GTEX-131XE-2226-SM-5PNYX","Stomach","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-131XE","GTEX-131XE-2326-SM-5PNZ2","Skin","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-131XE","GTEX-131XE-2426-SM-5EQ5V","Adipose Tissue","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-131XE","GTEX-131XE-2526-SM-5EQ57","Nerve","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",7.8,0
"GTEX-131XE","GTEX-131XE-2626-SM-5PNYY","Blood Vessel","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-131XE","GTEX-131XE-2726-SM-5P9G7","Muscle","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","B1",8.2,1
"GTEX-131XF","GTEX-131XF-0126-SM-5DUVF","Adrenal Gland","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-131XF","GTEX-131XF-0326-SM-5DUVR","Heart","BP-44437",2013-10-08,"TruSeq.v1","EXCLUDE","B1",7.9,1
"GTEX-131XF","GTEX-131XF-0426-SM-5HL7U","Heart","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-131XF","GTEX-131XF-0526-SM-5HL87","Blood Vessel","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",7.4,0
"GTEX-131XF","GTEX-131XF-0626-SM-5GIDS","Blood Vessel","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-131XF","GTEX-131XF-0726-SM-5GIE5","Adipose Tissue","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-131XF","GTEX-131XF-0826-SM-5GICG","Esophagus","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",9.5,1
"GTEX-131XF","GTEX-131XF-0926-SM-5BC69","Esophagus","BP-43916",2013-09-24,"TruSeq.v1","RNASEQ","B1",8.4,0
"GTEX-131XF","GTEX-131XF-1026-SM-5BC6A","Lung","BP-43916",2013-09-24,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-131XF","GTEX-131XF-1126-SM-5HL8J","Esophagus","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-131XF","GTEX-131XF-1226-SM-5HL8V","Stomach","BP-45247",2013-10-29,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-131XF","GTEX-131XF-1326-SM-5GCMQ","Small Intestine","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-131XF","GTEX-131XF-1426-SM-5BC68","Pancreas","BP-43916",2013-09-24,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-131XF","GTEX-131XF-1826-SM-5EGKG","Thyroid","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",6.9,1
"GTEX-131XF","GTEX-131XF-1926-SM-5DUW4","Prostate","BP-44437",2013-10-08,"TruSeq.v1","EXCLUDE","B1",6,1
"GTEX-131XF","GTEX-131XF-2026-SM-5DUWG","Testis","BP-44437",2013-10-08,"TruSeq.v1","EXCLUDE","B1",6.3,1
"GTEX-131XF","GTEX-131XF-2126-SM-5DUWS","Skin","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-131XF","GTEX-131XF-2226-SM-5EQKG","Adipose Tissue","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",5.8,0
"GTEX-131XF","GTEX-131XF-2326-SM-5BC6B","Muscle","BP-43916",2013-09-24,"TruSeq.v1","RNASEQ","B1",7.9,0
"GTEX-131XF","GTEX-131XF-2426-SM-5BC6C","Nerve","BP-43916",2013-09-24,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-131XF","GTEX-131XF-2526-SM-5EQ68","Blood Vessel","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",7.9,1
"GTEX-131XF","GTEX-131XF-2626-SM-5EQ6K","Skin","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-131XF","GTEX-131XF-2826-SM-5EGKH","Salivary Gland","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-131XG","GTEX-131XG-0126-SM-5K7UJ","Adipose Tissue","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-131XG","GTEX-131XG-0226-SM-5IFG1","Thyroid","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-131XG","GTEX-131XG-0326-SM-5L3DX","Skin","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",7.3,0
"GTEX-131XG","GTEX-131XG-0426-SM-5IFGD","Spleen","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-131XG","GTEX-131XG-0526-SM-5DUWF","Heart","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",8.5,1
"GTEX-131XG","GTEX-131XG-0626-SM-5GCMP","Heart","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",8.7,1
"GTEX-131XG","GTEX-131XG-0826-SM-5LZVS","Blood Vessel","BP-43956",2013-09-25,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-131XG","GTEX-131XG-0926-SM-5LZW5","Esophagus","BP-43956",2013-09-25,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-131XG","GTEX-131XG-1026-SM-5GCMX","Esophagus","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",9.6,1
"GTEX-131XG","GTEX-131XG-1126-SM-5DUWR","Esophagus","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",7.7,1
"GTEX-131XG","GTEX-131XG-1226-SM-5EGH9","Stomach","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",5.7,1
"GTEX-131XG","GTEX-131XG-1326-SM-5DUX4","Adrenal Gland","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",8.5,1
"GTEX-131XG","GTEX-131XG-1426-SM-5GCMO","Pancreas","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",7.8,1
"GTEX-131XG","GTEX-131XG-1526-SM-5GCNQ","Colon","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",8.5,1
"GTEX-131XG","GTEX-131XG-1726-SM-5LZUR","Small Intestine","BP-43956",2013-09-25,"TruSeq.v1","RNASEQ","B1",7.5,2
"GTEX-131XG","GTEX-131XG-1826-SM-5LZV4","Colon","BP-43956",2013-09-25,"TruSeq.v1","RNASEQ","B1",8.7,1
"GTEX-131XG","GTEX-131XG-1926-SM-5LZVG","Ovary","BP-43956",2013-09-25,"TruSeq.v1","RNASEQ","B1",8.4,1
"GTEX-131XG","GTEX-131XG-2026-SM-5GCN5","Uterus","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",8.9,1
"GTEX-131XG","GTEX-131XG-2126-SM-5DUXG","Vagina","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",7.9,1
"GTEX-131XG","GTEX-131XG-2226-SM-5DUXS","Blood Vessel","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",8,0
"GTEX-131XG","GTEX-131XG-2326-SM-5HL8F","Muscle","BP-45395",2013-11-01,"TruSeq.v1","RNASEQ","B1",8,0
"GTEX-131XG","GTEX-131XG-2526-SM-5HL7F","Nerve","BP-45395",2013-11-01,"TruSeq.v1","RNASEQ","B1",6.8,0
"GTEX-131XG","GTEX-131XG-2626-SM-5KM17","Skin","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",6.1,0
"GTEX-131XH","GTEX-131XH-0126-SM-5LZUY","Skin","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","B1",6.5,0
"GTEX-131XH","GTEX-131XH-0226-SM-5LZVB","Heart","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-131XH","GTEX-131XH-0426-SM-5DUWU","Lung","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-131XH","GTEX-131XH-0526-SM-5DUX7","Thyroid","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-131XH","GTEX-131XH-0626-SM-5LZWH","Liver","BP-43956",2013-09-25,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-131XH","GTEX-131XH-0826-SM-5GCN8","Adipose Tissue","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",6.1,1
"GTEX-131XH","GTEX-131XH-2226-SM-5DUXJ","Skin","BP-44437",2013-10-08,"TruSeq.v1","RNASEQ","B1",7.7,0
"GTEX-131XH","GTEX-131XH-2426-SM-5PNZ6","Blood Vessel","BP-45139",2013-10-28,"TruSeq.v1","RNASEQ","B1",6.9,0
"GTEX-131XH","GTEX-131XH-2526-SM-5GCND","Nerve","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",6,0
"GTEX-131XH","GTEX-131XH-2626-SM-5GCNP","Salivary Gland","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",7.8,1
"GTEX-131XH","GTEX-131XH-2726-SM-5GCO2","Muscle","BP-44172",2013-10-01,"TruSeq.v1","RNASEQ","B1",7.9,0
"GTEX-131XH","GTEX-131XH-2926-SM-5LZU4","Brain","BP-43956",2013-09-25,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-131XW","GTEX-131XW-0126-SM-5LZWD","Nerve","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","C1",6.6,0
"GTEX-131XW","GTEX-131XW-0226-SM-5IJCA","Blood Vessel","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","C1",7.6,1
"GTEX-131XW","GTEX-131XW-0326-SM-5KM1J","Muscle","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","C1",8.6,0
"GTEX-131XW","GTEX-131XW-0426-SM-5LZWP","Skin","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-131XW","GTEX-131XW-0526-SM-5PNXZ","Adipose Tissue","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","C1",7.2,1
"GTEX-131XW","GTEX-131XW-0626-SM-5PNVD","Skin","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","C1",7.5,1
"GTEX-131XW","GTEX-131XW-0726-SM-5EGK3","Breast","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","C1",7,0
"GTEX-131XW","GTEX-131XW-1126-SM-5EGK4","Lung","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","C1",6,1
"GTEX-131XW","GTEX-131XW-2226-SM-5PNY1","Blood Vessel","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","C1",6.4,1
"GTEX-131XW","GTEX-131XW-3126-SM-5LZUC","Brain","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","C1",6.2,1
"GTEX-131XW","GTEX-131XW-3226-SM-5LZUO","Pituitary","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","C1",6.4,1
"GTEX-131YS","GTEX-131YS-0126-SM-5KM1M","Skin","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","C1",7.2,1
"GTEX-131YS","GTEX-131YS-0226-SM-5IJEH","Adipose Tissue","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","C1",6.1,1
"GTEX-131YS","GTEX-131YS-0326-SM-5PNYW","Nerve","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","C1",7.4,1
"GTEX-131YS","GTEX-131YS-0426-SM-5EQ4J","Blood Vessel","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-131YS","GTEX-131YS-0526-SM-5EGKJ","Muscle","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","C1",8.4,1
"GTEX-131YS","GTEX-131YS-0626-SM-5EGKL","Breast","BP-44901",2013-10-22,"TruSeq.v1","RNASEQ","C1",7.4,1
"GTEX-131YS","GTEX-131YS-0726-SM-5P9G9","Small Intestine","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-139T6","GTEX-139T6-1226-SM-5IFFC","Testis","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-139T6","GTEX-139T6-1326-SM-5IFFO","Colon","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-139T6","GTEX-139T6-1426-SM-5P9J7","Colon","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","B1",8.4,1
"GTEX-139T6","GTEX-139T6-1526-SM-5P9G6","Prostate","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-139T6","GTEX-139T6-1626-SM-5PNYZ","Breast","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-139T6","GTEX-139T6-1726-SM-5PNZ3","Nerve","BP-47901",2014-01-06,"TruSeq.v1","RNASEQ","B1",7.5,0
"GTEX-139T6","GTEX-139T6-1826-SM-5KM2E","Blood Vessel","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.7,0
"GTEX-139T6","GTEX-139T6-2026-SM-5IFFL","Muscle","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.5,0
"GTEX-139T6","GTEX-139T6-2126-SM-5KM37","Adipose Tissue","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.3,0
"GTEX-139T8","GTEX-139T8-0126-SM-5K7XZ","Skin","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","C1",7.2,0
"GTEX-139T8","GTEX-139T8-0226-SM-5L3EA","Adipose Tissue","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","C1",6.4,0
"GTEX-139T8","GTEX-139T8-0326-SM-5IJCM","Nerve","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","C1",6.3,0
"GTEX-139T8","GTEX-139T8-0426-SM-5K7VC","Muscle","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","C1",8.2,0
"GTEX-139T8","GTEX-139T8-0626-SM-5KLZX","Skin","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","C1",7.7,0
"GTEX-139T8","GTEX-139T8-0726-SM-5L3D2","Testis","BP-45485",2013-11-05,"TruSeq.v1","EXCLUDE","C1",6.8,1
"GTEX-139T8","GTEX-139T8-0826-SM-5L3DE","Breast","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","C1",7.1,1
"GTEX-139T8","GTEX-139T8-1026-SM-5J2MC","Brain","BP-45499",2013-11-05,"TruSeq.v1","RNASEQ","C1",6.1,1
"GTEX-139TS","GTEX-139TS-0126-SM-5K7XJ","Thyroid","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-139TS","GTEX-139TS-0226-SM-5K7W5","Blood Vessel","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.8,1
"GTEX-139TS","GTEX-139TS-1426-SM-5IFJD","Liver","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.2,1
"GTEX-139TS","GTEX-139TS-1726-SM-5IJG5","Testis","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-139TS","GTEX-139TS-1926-SM-5IJFO","Colon","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",6.4,2
"GTEX-139TS","GTEX-139TS-2126-SM-5K7XC","Skin","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",7,1
"GTEX-139TS","GTEX-139TS-2226-SM-5J2N1","Colon","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",6,1
"GTEX-139TS","GTEX-139TS-2626-SM-5J1MT","Muscle","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-139TS","GTEX-139TS-2826-SM-5J1OO","Skin","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.3,1
"GTEX-139TS","GTEX-139TS-2926-SM-5KM1Z","Pituitary","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.7,1
"GTEX-139TS","GTEX-139TS-3126-SM-5LZWX","Brain","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-139TT","GTEX-139TT-0126-SM-5K7Y5","Skin","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","B1",8,0
"GTEX-139TT","GTEX-139TT-0226-SM-5K7YH","Adipose Tissue","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","B1",6.4,0
"GTEX-139TT","GTEX-139TT-0326-SM-5IJC3","Nerve","BP-45485",2013-11-05,"TruSeq.v1","RNASEQ","B1",5.8,0
"GTEX-139TT","GTEX-139TT-0426-SM-5IJFA","Muscle","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",8.2,0
"GTEX-139TT","GTEX-139TT-0526-SM-5J1NN","Blood Vessel","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.6,1
"GTEX-139TT","GTEX-139TT-0726-SM-5K7XW","Lung","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.9,2
"GTEX-139TT","GTEX-139TT-2126-SM-5LZWC","Skin","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.9,0
"GTEX-139TT","GTEX-139TT-2226-SM-5LZWO","Testis","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",6.6,1
"GTEX-139TT","GTEX-139TT-2626-SM-5LZUB","Brain","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","B1",7.1,1
"GTEX-139TT","GTEX-139TT-2726-SM-5IJFM","Pituitary","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",6.5,1
"GTEX-139TU","GTEX-139TU-0126-SM-5K7WH","Skin","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",7.7,1
"GTEX-139TU","GTEX-139TU-0226-SM-5J1NM","Adipose Tissue","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",7.7,0
"GTEX-139TU","GTEX-139TU-0326-SM-62LFK","Nerve","BP-49387",2014-02-11,"TruSeq.v1","RNASEQ","C1",7.2,0
"GTEX-139TU","GTEX-139TU-0526-SM-5J2M8","Muscle","BP-46453",2013-12-03,"TruSeq.v1","RNASEQ","C1",7.1,0
"GTEX-139TU","GTEX-139TU-0626-SM-5KM3X","Breast","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.2,0
"GTEX-139TU","GTEX-139TU-0726-SM-5L3EK","Skin","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.4,0
"GTEX-139TU","GTEX-139TU-0826-SM-5IJFG","Liver","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","C1",6.2,1
"GTEX-139TU","GTEX-139TU-1126-SM-5J1NY","Blood Vessel","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",5.9,1
"GTEX-139TU","GTEX-139TU-1226-SM-5J2NL","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","C1",6.8,1
"GTEX-139TU","GTEX-139TU-1326-SM-5LZXW","Esophagus","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","C1",5.7,1
"GTEX-139TU","GTEX-139TU-1426-SM-5LZY9","Adipose Tissue","BP-45782",2013-11-14,"TruSeq.v1","RNASEQ","C1",6.9,0
"GTEX-139TU","GTEX-139TU-1926-SM-5J2OC","Heart","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","C1",7.2,1
"GTEX-139UC","GTEX-139UC-0426-SM-5K7UR","Heart","BP-46925",2013-12-10,"TruSeq.v1","EXCLUDE","B1",6.4,1
"GTEX-139UC","GTEX-139UC-1426-SM-5IJGH","Liver","BP-46680",2013-12-05,"TruSeq.v1","EXCLUDE","B1",6.4,1
"GTEX-139UC","GTEX-139UC-2926-SM-5J1N6","Muscle","BP-46680",2013-12-05,"TruSeq.v1","EXCLUDE","B1",7.5,0
"GTEX-139UC","GTEX-139UC-3026-SM-5IJE4","Pituitary","BP-46680",2013-12-05,"TruSeq.v1","EXCLUDE","B1",7.3,1
"GTEX-139UC","GTEX-139UC-3126-SM-5J1OY","Brain","BP-46925",2013-12-10,"TruSeq.v1","EXCLUDE","B1",6.2,1
"GTEX-139UC","GTEX-139UC-3226-SM-5N9EZ","Brain","BP-46943",2013-12-10,"TruSeq.v1","EXCLUDE","B1",5.7,1
"GTEX-139UW","GTEX-139UW-0126-SM-5KM1B","Thyroid","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.2,1
"GTEX-139UW","GTEX-139UW-0226-SM-5K7WU","Lung","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.3,1
"GTEX-139UW","GTEX-139UW-0326-SM-5J1ML","Skin","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.6,0
"GTEX-139UW","GTEX-139UW-0426-SM-5K7V4","Blood Vessel","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",6.8,1
"GTEX-139UW","GTEX-139UW-1126-SM-5IJEJ","Esophagus","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.4,1
"GTEX-139UW","GTEX-139UW-2326-SM-5KM1Y","Colon","BP-46482",2013-12-03,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-139UW","GTEX-139UW-2526-SM-62LFO","Blood Vessel","BP-49387",2014-02-11,"TruSeq.v1","RNASEQ","B1",7.5,1
"GTEX-139UW","GTEX-139UW-2626-SM-5K7W1","Muscle","BP-46680",2013-12-05,"TruSeq.v1","RNASEQ","B1",7,0
"GTEX-139UW","GTEX-139UW-2826-SM-5L3E7","Skin","BP-46589",2013-12-04,"TruSeq.v1","RNASEQ","B1",7.7,0
"GTEX-139YR","GTEX-139YR-0126-SM-5IJEY","Adrenal Gland","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",8,1
"GTEX-139YR","GTEX-139YR-0226-SM-5IFEM","Liver","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",5.9,1
"GTEX-139YR","GTEX-139YR-0326-SM-5J1MC","Adipose Tissue","BP-46943",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.3,0
"GTEX-139YR","GTEX-139YR-0426-SM-5IFFV","Spleen","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.8,1
"GTEX-139YR","GTEX-139YR-0526-SM-5L3DG","Heart","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.8,1
"GTEX-139YR","GTEX-139YR-0626-SM-5IJBT","Blood Vessel","BP-46925",2013-12-10,"TruSeq.v1","RNASEQ","B1",7.8,1
"GTEX-139YR","GTEX-139YR-0726-SM-62LFN","Blood Vessel","BP-49387",2014-02-11,"TruSeq.v1","RNASEQ","B1",7.3,1
