License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
November 09 2019,8013110,Kitty,Dog,Mix,,98117
November 09 2019,S104106,Olive,Dog,"Pointer, German Wirehaired",,98115
November 09 2019,S107113,Coco Chanel,Dog,"Terrier, Yorkshire",,98115
November 09 2019,900189,Isabella,Dog,Havanese,,98107
November 10 2019,S107260,Jane,Dog,Pug,,98115
November 10 2019,S137933,Maizey,Dog,"Poodle, Miniature","Retriever, Golden",98115
November 10 2019,902529,Callie,Dog,"Retriever, Golden","Poodle, Standard",98115
November 10 2019,S107019,Lilly,Dog,"Retriever, Golden",Spaniel,98117
November 10 2019,S106776,Rosie,Dog,"Schnauzer, Miniature","Poodle, Miniature",98107
November 10 2019,834364,Chacha,Dog,"Terrier, American Staffordshire",,98146
November 10 2019,8013123,Scout,Dog,"Spaniel, Cavalier King Charles",,98117
November 10 2019,S106541,Dear Prudence,Dog,"Spaniel, Cavalier King Charles",,98119
November 10 2019,S105642,Stella,Dog,"Schnauzer, Standard","Poodle, Standard",98199
November 10 2019,903800,Quincy,Dog,Shepherd,Mix,98107
November 10 2019,S129926,Clove,Dog,Terrier,Mix,98115
November 10 2019,8013137,Harbour,Dog,"Retriever, Golden",,98136
November 11 2019,S105048,Lily,Dog,"Spaniel, American Cocker","Poodle, Miniature",98144
November 11 2019,8013140,Bear,Dog,German Shepherd,Mix,98136
November 11 2019,S138243,Gypsy,Dog,"Retriever, Labrador",,98117
November 11 2019,S136388,Lucy,Dog,"Chihuahua, Short Coat",,98121
November 11 2019,S107063,Marlowe,Dog,Retriever,Rottweiler,98117
November 11 2019,8013149,Willow,Dog,"Terrier, American Pit Bull","Welsh Corgi, Cardigan",98117
November 11 2019,8013153,Anika,Dog,Akita,Mix,98117
November 11 2019,S107600,Lacey,Dog,Shiba Inu,,98103
November 11 2019,S107023,Joy,Dog,"Retriever, Golden",,98117
November 11 2019,S106860,Bailey,Dog,"Poodle, Miniature",,98103
November 11 2019,S105808,Penny,Dog,"Spaniel, Cavalier King Charles",Mix,98119
November 12 2019,830918,Mabel,Dog,Havanese,,98122
November 12 2019,904970,Zelda,Dog,Pug,,98103
November 12 2019,8013167,Pearl,Dog,German Shepherd,"Retriever, Golden",98117
November 12 2019,8013168,Buffalo,Dog,"Poodle, Standard",Retriever,98117
November 12 2019,S114846,Poppy,Dog,"Poodle, Standard","Retriever, Labrador",98116
November 12 2019,8013179,Lucy,Dog,Hound,Pointer,98122
November 12 2019,S106120,Phoenix,Dog,"Vizsla, Smooth Haired",,98105
November 12 2019,904868,Piper,Dog,"Retriever, Labrador","Poodle, Standard",98112
November 12 2019,S136719,Zoey,Dog,"Terrier, American Pit Bull",Mix,98102
November 12 2019,8013186,Laika,Dog,"Retriever, Flat-Coated","Retriever, Flat-Coated",98109
November 12 2019,8013187,Gracie,Dog,"Terrier, American Staffordshire","Terrier, American Pit Bull",98101
November 12 2019,901540,Abby,Dog,"Terrier, West Highland White",,98199
November 12 2019,8013192,Olive,Dog,"Spaniel, Cavalier King Charles","Spaniel, English Cocker",
November 12 2019,8013193,Luna,Dog,Siberian Husky,Mix,
November 12 2019,8013196,Bugaboo,Dog,"Cur, Black-Mouth",Mix,98107
November 12 2019,8013206,Maya,Dog,"Chihuahua, Short Coat",Boxer,98102
November 12 2019,S106141,Luna,Dog,"Retriever, Golden",,98126
November 12 2019,S106699,Nell,Dog,"Retriever, Labrador",German Shepherd,98144
November 12 2019,S106601,Ellie,Dog,"Chihuahua, Short Coat",Terrier,98144
November 12 2019,S106674,Daphne,Dog,Terrier,"Poodle, Miniature",98119
November 12 2019,S139874,Pixel,Dog,"Welsh Corgi, Pembroke",,98107
November 12 2019,S106662,Maddie Moo,Dog,Papillon,Terrier,98177
November 12 2019,902359,Splash,Dog,"Terrier, Jack Russell","Dachshund, Standard Smooth Haired",98125
November 13 2019,S126103,Winter,Dog,"Retriever, Labrador",,98144
November 13 2019,S106181,Georgia,Dog,"Pointer, German Shorthaired",,98126
November 13 2019,S106100,Nora Rose,Dog,Border Collie,Australian Shepherd,98199
November 13 2019,S106785,Nellie,Dog,"Dachshund, Miniature Smooth Haired","Chihuahua, Short Coat",98146
November 13 2019,S106729,Harper,Dog,"Retriever, Labrador",Mix,98105
November 13 2019,S106399,Kara,Dog,"Terrier, American Pit Bull",Boxer,98133
November 13 2019,S138675,Bella,Dog,Pug,,98105
November 13 2019,8013222,Libby,Dog,"Chihuahua, Short Coat",Mix,98125
November 13 2019,S106414,Sofie,Dog,"Retriever, Golden",,98146
November 13 2019,S101228,Azi,Dog,Portuguese Water Dog,Mix,98115
November 13 2019,903756,Maggie,Dog,"Retriever, Golden",,98105
November 13 2019,S138118,Pumpkin,Dog,"Schnauzer, Miniature",Mix,98115
November 13 2019,S138193,Tallulah,Dog,"Retriever, Labrador",Australian Cattle Dog,98118
November 13 2019,S105603,Ashby,Dog,Siberian Husky,Shepherd,98102
November 13 2019,S108040,Koda,Dog,"Terrier, Manchester","Chihuahua, Short Coat",98122
November 13 2019,S139830,Scout,Dog,Border Collie,,98112
November 14 2019,S101031,Chloe,Dog,"Terrier, Yorkshire",Mix,98126
November 14 2019,904615,CoCo,Dog,Weimaraner,,98117
November 14 2019,S107021,Riley,Dog,"Retriever, Labrador","Retriever, Golden",98115
November 14 2019,S106220,Zoe Chai,Dog,"Retriever, Golden",,98107
November 14 2019,S106238,Lilly,Dog,"Spaniel, Cavalier King Charles",,98116
November 14 2019,S140346,Luna,Dog,"Retriever, Labrador",,98103
November 14 2019,S135892,Sacha,Dog,"Retriever, Golden",,98199
November 14 2019,8013249,Molly Mae,Dog,"Retriever, Golden",Mix,98115
November 14 2019,442442,Darla,Dog,Shepherd,Mix,
November 14 2019,S138368,Nell,Dog,Terrier,,98112
November 14 2019,904884,Penny,Dog,Brittany,"Terrier, Jack Russell",98126
November 14 2019,S108105,Terra,Dog,"Setter, English",,98118
November 14 2019,8013260,Hazel,Dog,"Schnauzer, Miniature",Mix,98122
November 14 2019,8013263,Madeline,Dog,"Chihuahua, Short Coat",Shih Tzu,98109
November 15 2019,S106604,Isobel,Dog,Terrier,,98108
November 15 2019,S107313,Layla,Dog,"Retriever, Golden",Australian Cattle Dog,98108
November 15 2019,8013267,LUCY,Dog,"Chihuahua, Short Coat","Terrier, Rat",98102
November 15 2019,S140645,Bijette,Dog,Havanese,Havanese,98116
November 15 2019,8013268,Daisy,Dog,"Spaniel, Cavalier King Charles",,98101
November 15 2019,24832,Maggie,Dog,"Terrier, Yorkshire",,98101
November 15 2019,8013273,ELLIE,Dog,Havanese,,98102
November 15 2019,S150944,Miss Lucy,Dog,"Terrier, Welsh",,98102
November 15 2019,S138380,Kati,Dog,Great Dane,Mix,98106
November 15 2019,S138172,Abigail,Dog,Beagle,"Dachshund, Standard Smooth Haired",98117
November 15 2019,S118186,Norma,Dog,"Vizsla, Smooth Haired",Mix,98126
November 15 2019,S117022,Ayla,Dog,"Poodle, Standard",,98199
November 15 2019,S138484,Ripley,Dog,Border Collie,,98118
November 15 2019,8013287,Dave,Dog,"Chihuahua, Short Coat","Coonhound, Bluetick",98144
November 15 2019,899888,Maya,Dog,"Retriever, Labrador",,98103
November 16 2019,8013297,Zenna,Dog,Shetland Sheepdog,,98136
November 16 2019,903885,Sabine,Dog,Belgian Sheepdog,,98106
November 16 2019,S106669,Lily,Dog,"Dachshund, Miniature Smooth Haired",,98112
November 16 2019,899155,Kloee,Dog,"Retriever, Labrador",,98117
November 16 2019,S113200,Sparky,Dog,Xoloitzcuintli,Mix,98144
November 16 2019,S101720,Penny,Dog,Papillon,Mix,98103
November 16 2019,901378,Luna,Dog,"Welsh Corgi, Cardigan",,98117
November 16 2019,S107564,Scarlett,Dog,"Vizsla, Smooth Haired",,98107
November 16 2019,902326,Rainbow,Dog,Shih Tzu,,98115
November 16 2019,S110614,Ronan,Dog,"Retriever, Labrador",,98103
November 16 2019,S107247,Dixie Bell,Dog,"Bulldog, French",,98109
November 16 2019,S107032,Moana,Dog,"Dachshund, Miniature Smooth Haired",,98117
November 16 2019,902492,Riley,Dog,Spaniel,Mix,98122
November 16 2019,S151819,Barbara,Dog,"Retriever, Labrador",,98112
November 16 2019,904075,Molly,Dog,Terrier,Mix,98117
November 16 2019,8013309,Emmie,Dog,"Dachshund, Miniature Smooth Haired",,98144
November 16 2019,S138410,Dolly,Dog,Catahoula Leopard dog,Hound,98112
November 16 2019,902243,Sullivan,Dog,Xoloitzcuintli,Mix,98144
November 16 2019,8013312,Jaja,Dog,"Retriever, Nova Scotia Duck Tolling",,98122
November 17 2019,S151822,Maggie,Dog,"Retriever, Labrador",Chinese Shar-Pei,98125
November 17 2019,828208,Scout,Dog,"Schnauzer, Miniature","Poodle, Miniature",98144
November 17 2019,8013317,Tally,Dog,"Terrier, Border",,98125
November 17 2019,S107896,Clover,Dog,Boxer,Pointer,98122
November 17 2019,S106432,Nina,Dog,"Terrier, Rat",,98133
November 17 2019,S148756,Jolene,Dog,Retriever,"Retriever, Golden",98144
November 17 2019,S148757,Bernadette,Dog,Retriever,"Retriever, Golden",98144
November 17 2019,S107008,Abbey,Dog,Brittany,,98117
November 17 2019,904302,Mae,Dog,"Poodle, Miniature","Schnauzer, Miniature",98102
November 17 2019,S138121,Junie B.,Dog,"Retriever, Labrador",,98103
November 17 2019,S106685,Cookie Diane,Dog,Pomeranian,"Poodle, Toy",98121
November 17 2019,8013325,Cleo,Dog,Australian Shepherd,"Poodle, Standard",98136
November 17 2019,S151821,Leya,Dog,Alaskan Husky,,98122
November 17 2019,8013331,Bella Dukes,Dog,"Terrier, American Pit Bull",Australian Shepherd,98106
November 17 2019,S121513,Millie,Dog,"Terrier, Staffordshire Bull",Mix,98112
November 17 2019,S138129,Ruby,Dog,Australian Cattle Dog,Mix,98107
November 17 2019,S107108,Sophie,Dog,"Retriever, Labrador","Poodle, Standard",98117
November 17 2019,S107243,Kona,Dog,"Retriever, Golden","Poodle, Miniature",98103
November 17 2019,S107738,Mona,Dog,Samoyed,,98115
November 17 2019,S137174,Abby,Dog,"Retriever, Golden","Poodle, Standard",98103
November 18 2019,S101717,Quesy,Dog,Terrier,,98107
November 18 2019,S106018,Diamond,Dog,"Terrier, American Pit Bull",,98125
November 18 2019,S106044,Molly Ringwald Villanueva,Dog,"Terrier, Jack Russell",Rhodesian Ridgeback,98107
November 18 2019,S107737,Rosie Posey Whited,Dog,Saint Bernard,,98136
November 18 2019,900893,Pippin,Dog,"Poodle, Standard",,98117
November 18 2019,8013350,Gracie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98107
November 18 2019,8013357,Kona,Dog,"Terrier, Boston",,98116
November 18 2019,S138214,Lucy,Dog,"Retriever, Labrador",Border Collie,98115
November 18 2019,902259,Cappy,Dog,"Retriever, Labrador",Border Collie,98118
November 18 2019,S107649,Champy,Dog,Affenpinscher,,98104
November 18 2019,8013362,Ayi,Dog,Border Collie,Retriever,98119
November 18 2019,904260,Maggie,Dog,"Retriever, Golden",,98199
November 18 2019,8013364,Gracie Kroesens,Dog,Havanese,"Poodle, Miniature",98104
November 18 2019,901316,Kuro,Dog,Shiba Inu,,98177
November 18 2019,S107525,Chase,Dog,"Terrier, American Staffordshire",Mastiff,98178
November 18 2019,S107526,Chelsea,Dog,"Terrier, American Staffordshire",Boxer,98178
November 18 2019,S107473,Oonagh Merski,Dog,"Terrier, Soft Coated Wheaten",,98103
November 18 2019,213555,Holly,Dog,"Schnauzer, Miniature","Poodle, Miniature",98105
November 19 2019,S107768,Pickle,Dog,Australian Shepherd,,98146
November 19 2019,8013382,Piper,Dog,Australian Cattle Dog,Australian Shepherd,98118
November 19 2019,8013385,Pippa,Dog,"Poodle, Standard",Retriever,98199
November 19 2019,S106616,Mia,Dog,Bernese Mountain Dog,,98109
November 19 2019,903788,Fiona,Dog,Australian Shepherd,Mix,98108
November 19 2019,S109585,Sandy,Dog,"Chihuahua, Short Coat",Italian Greyhound,98115
November 19 2019,904030,Zoe Bacall,Dog,"Bulldog, French",,98117
November 19 2019,8013388,Vesta,Dog,"Poodle, Standard",,98178
November 19 2019,902206,Calliope,Dog,"Schnauzer, Standard",,98178
November 19 2019,S116973,Alma,Dog,Terrier,,98116
November 19 2019,S105980,Pepper,Dog,Australian Cattle Dog,Mix,98125
November 19 2019,903574,Lucy,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98126
November 19 2019,8013394,Roxy,Dog,"Retriever, Labrador",,98119
November 19 2019,S106997,Olive,Dog,"Dachshund, Miniature Long Haired","Poodle, Miniature",98133
November 19 2019,S107218,Lina,Dog,Terrier,,98146
November 19 2019,S153068,Kitty,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98118
November 19 2019,S106344,Fleury's Contessa,Dog,"Poodle, Standard",,98117
November 19 2019,902980,Eva,Dog,Pug,Beagle,98106
November 19 2019,8013405,Ruby Dee,Dog,Australian Cattle Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",98103
November 19 2019,8013406,Ariel,Dog,"Schnauzer, Standard","Poodle, Miniature",98177
November 19 2019,901047,Xena,Dog,"Terrier, Boston",,98107
November 19 2019,834698,Peanut,Dog,"Chihuahua, Short Coat",Terrier,98121
November 20 2019,S138460,Zusa,Dog,Australian Cattle Dog,"Retriever, Labrador",98118
November 20 2019,8013414,Sunny,Dog,"Retriever, Golden","Poodle, Standard",98103
November 20 2019,830945,Irene,Dog,"Retriever, Labrador",,98107
November 20 2019,8013417,Fiona,Dog,"Terrier, American Pit Bull",Mix,98133
November 20 2019,442852,Maddie,Dog,"Schnauzer, Miniature",,98112
November 20 2019,902634,Bea,Dog,"Terrier, West Highland White",Lhasa Apso,98177
November 20 2019,S107377,Bella,Dog,"Terrier, Rat","Terrier, Boston",98106
November 20 2019,S148761,Ivy,Dog,"Retriever, Labrador","Poodle, Standard",98199
November 20 2019,S151828,Elsa,Dog,"Retriever, Labrador",Mix,98199
November 20 2019,905343,Penny2,Dog,Xoloitzcuintli,,98103
November 20 2019,S106289,Eireann,Dog,Shepherd,Mix,98103
November 20 2019,904131,Josie,Dog,"Retriever, Nova Scotia Duck Tolling",,98103
November 20 2019,583518,Chelsea,Dog,"Chihuahua, Long Coat",Pomeranian,98103
November 20 2019,900612,Lily,Dog,Portuguese Water Dog,,98116
November 20 2019,904586,Zena,Dog,German Shepherd,,98109
November 21 2019,8013436,Rosa,Dog,Mix,Mix,98115
November 21 2019,8013437,Bella,Dog,"Retriever, Labrador",,98177
November 21 2019,207795,Anna,Dog,"Dachshund, Standard Smooth Haired",,98144
November 21 2019,900018,Melanie,Dog,"Chihuahua, Short Coat",,98144
November 21 2019,903799,Sadie,Dog,"Spaniel, Welsh Springer",,98116
November 21 2019,S105909,Millie,Dog,Terrier,Mix,98103
November 21 2019,S153921,Coco,Dog,"Retriever, Labrador",Mix,98112
November 21 2019,8013452,Wolka,Dog,"Poodle, Miniature",,98102
November 21 2019,8013456,Vada,Dog,"Bulldog, French",Mix,98144
November 21 2019,S148766,Asti,Dog,Maltese,Mix,98117
November 21 2019,S148765,Lulu,Dog,Maltese,Mix,98117
November 21 2019,S106149,Milla,Dog,"Terrier, Jack Russell",,98103
November 21 2019,S136383,Mia,Dog,Mix,Mix,98109
November 21 2019,8013460,Gypsy,Dog,"Retriever, Labrador",Mix,98126
November 21 2019,8013461,Kona,Dog,"Retriever, Labrador",,98119
November 21 2019,8012375,Fongfong,Dog,Havanese,,98136
November 21 2019,8013464,Suki,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98106
November 21 2019,8013474,Lola,Dog,"Australian Shepherd, Miniature",Mix,98117
November 21 2019,8013479,Gracie,Dog,"Retriever, Labrador",Mix,98115
November 22 2019,8013480,Lola,Dog,Pointer,Mix,98112
November 22 2019,8013481,Honey,Dog,"Chihuahua, Short Coat",Mix,98199
November 22 2019,8013482,Lucy,Dog,"Poodle, Toy",Maltese,98199
November 22 2019,S136998,Sia,Dog,"Poodle, Toy",Maltese,98125
November 22 2019,834614,Karen,Dog,Australian Shepherd,"Poodle, Standard",98107
November 22 2019,8013485,Fly,Dog,Australian Cattle Dog,,98136
November 22 2019,8013486,Carol,Dog,"Foxhound, American",Mix,98118
November 22 2019,900261,Toffee,Dog,Australian Shepherd,,98125
November 22 2019,903722,Rascal,Dog,Rottweiler,German Shepherd,98125
November 22 2019,S106651,Piper,Dog,Shih Tzu,Bichon Frise,98103
November 22 2019,900232,Polly,Dog,"Retriever, Labrador",,98199
November 22 2019,905152,Talah,Dog,Xoloitzcuintli,,98144
November 22 2019,8013492,Lola,Dog,"Terrier, American Pit Bull",Mix,98199
November 22 2019,358803,Tiva,Dog,"Retriever, Labrador",,98144
November 22 2019,830141,Cinnamon,Dog,"Chihuahua, Short Coat",,98107
November 22 2019,S137131,Anya Elizabeth,Dog,Shiba Inu,,98108
November 22 2019,8013500,Brinkley,Dog,Great Dane,,98003
November 22 2019,S107714,Kani,Dog,"Chihuahua, Short Coat",Terrier,98115
November 22 2019,S148773,Shaka,Dog,"Terrier, Pit Bull",Mix,99362
November 22 2019,834669,Muddy,Dog,"Retriever, Labrador",,98116
November 23 2019,S153709,Sadie,Dog,Brittany,,98115
November 23 2019,S135465,Echo,Dog,Mix,,98144
November 23 2019,S136481,Taffy Ross,Dog,"Poodle, Standard","Retriever, Labrador",98115
November 23 2019,S105389,Chloe,Dog,"Collie, Smooth",Australian Cattle Dog,98126
November 23 2019,S137999,Onja,Dog,Chow Chow,Samoyed,98136
November 23 2019,S138354,Sake,Dog,Pomeranian,,98105
November 23 2019,8010937,Maddy,Dog,"Pointer, German Shorthaired","Retriever, Labrador",98125
November 23 2019,8013524,Trip,Dog,"Retriever, Golden",,98107
November 23 2019,8013525,Willa,Dog,"Retriever, Labrador",Shepherd,98112
November 23 2019,S105147,Luna,Dog,Greater Swiss Mountain Dog,,98126
November 23 2019,S153926,Kaya,Dog,Shiba Inu,Mix,98115
November 23 2019,8013532,Sitka Evergreen,Dog,Australian Cattle Dog,Mix,98109
November 23 2019,S107368,Poe,Dog,"Poodle, Standard","Retriever, Golden",98117
November 23 2019,8013540,Meghan,Dog,Terrier,Mix,98101
November 23 2019,S106411,Melody,Dog,"Terrier, Yorkshire",Pomeranian,98119
November 23 2019,8013544,Frankie,Dog,Terrier,Mix,98125
November 24 2019,899842,Lucy,Dog,Boxer,,98146
November 24 2019,8013547,Trixsa,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98103
November 24 2019,S106726,Mercedes,Dog,"Terrier, Yorkshire",,98144
November 24 2019,S151832,Emma Rue,Dog,"Terrier, Staffordshire Bull",Mix,98119
November 24 2019,8013561,Alma,Dog,"Bulldog, French",Mix,98125
November 24 2019,S133528,Daisy,Dog,"Retriever, Labrador",Shepherd,98118
November 24 2019,S108088,Blue,Dog,Border Collie,,98108
November 24 2019,S135556,Ally,Dog,Shepherd,Mix,98116
November 25 2019,899152,Eloise,Dog,"Retriever, Labrador",,98117
November 25 2019,899565,Lola,Dog,"Terrier, Boston",,98106
November 25 2019,8013586,Lena,Dog,Eurasier,,98115
November 25 2019,S137945,Sunny,Dog,"Retriever, Golden",,98103
November 25 2019,8013592,Minnie,Dog,"Terrier, West Highland White",,98109
November 25 2019,8013593,Cassie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98126
November 25 2019,S142863,Lulu,Dog,"Cur, Black-Mouth",Mix,98115
November 25 2019,S137729,Ella,Dog,German Shepherd,Mix,98144
November 25 2019,8013605,Jean Grey,Dog,Miniature Pinscher,"Chihuahua, Long Coat",98101
November 25 2019,S140407,Shinju,Dog,Akita,,98125
November 25 2019,902723,Daisy,Dog,Border Collie,"Spaniel, Welsh Springer",98144
November 26 2019,8013619,Shadow,Dog,German Shepherd,Mix,98105
November 26 2019,8013620,Winter,Dog,German Shepherd,Mix,98105
November 26 2019,8013626,Olive,Dog,"Terrier, Jack Russell",Pug,98103
November 26 2019,831962,Leila,Dog,"Retriever, Golden","Poodle, Standard",98107
November 26 2019,S151842,Molly Mae,Dog,"Terrier, Pit Bull",Mix,98103
November 26 2019,S138186,Zinnia,Dog,Terrier,"Terrier, Jack Russell",98107
November 26 2019,S105768,Coco,Dog,"Chihuahua, Short Coat",,98126
November 26 2019,901737,Chloe,Dog,"Chihuahua, Long Coat",,98136
November 26 2019,S105189,Bailey,Dog,"Chihuahua, Short Coat",Mix,98107
November 26 2019,904391,Chelsea,Dog,"Retriever, Labrador",,98103
November 26 2019,830441,Vegas,Dog,Beagle,Pekingese,98125
November 26 2019,S145932,Olive,Dog,Border Collie,Mix,98117
November 26 2019,8013639,Meadow,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98117
November 26 2019,902522,Colbie,Dog,"Spaniel, American Cocker","Poodle, Miniature",98112
November 26 2019,S105506,Amina Bean,Dog,Chinese Crested,,98118
November 27 2019,8013641,RIPPLE,Dog,Plott Hound,Dutch Shepherd,98144
November 27 2019,S151843,Melissa May,Dog,Rottweiler,Mix,98103
November 27 2019,8013646,Olive,Dog,"Retriever, Golden",Australian Shepherd,98103
November 27 2019,S139171,Lulu,Dog,Shih Tzu,,98146
November 27 2019,8013658,Mitzi,Dog,"Chihuahua, Long Coat",Papillon,98133
November 27 2019,904327,Kendra,Dog,German Shepherd,"Retriever, Labrador",98125
November 28 2019,S136956,Bisquit,Dog,"Retriever, Golden","Poodle, Miniature",98112
November 28 2019,904667,Winnie,Dog,"Welsh Corgi, Cardigan",,98103
November 28 2019,8013663,Esme,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",,98105
November 28 2019,900784,Tizzy,Dog,"Retriever, Labrador",,98107
November 29 2019,8013665,Kayla,Dog,German Shepherd,Mix,98146
November 29 2019,S107005,Gnarles,Dog,Pug,"Poodle, Miniature",98104
November 29 2019,902004,Chelsea,Dog,"Retriever, Golden",,98125
November 29 2019,828619,Sophie,Dog,Pomeranian,,98106
November 29 2019,8013676,Lexi,Dog,Catahoula Leopard dog,Mix,98103
November 30 2019,S107668,Ebony,Dog,"Retriever, Golden",Border Collie,98109
